TWT,AMP
1468.2,0.063486736
1468.28,0.063245896
1468.36,0.062984583
1468.44,0.062702712
1468.52,0.062400423
1468.6,0.062077869
1468.68,0.061735193
1468.76,0.061372586
1468.84,0.060990234
1468.92,0.060588337
1469,0.060167098
1469.08,0.059726714
1469.16,0.059267396
1469.24,0.058789356
1469.32,0.058292821
1469.4,0.057778037
1469.48,0.057245253
1469.56,0.05669461
1469.64,0.056126331
1469.72,0.05554071
1469.8,0.054938068
1469.88,0.054318669
1469.96,0.053682783
1470.04,0.053030696
1470.12,0.052362722
1470.2,0.051679168
1470.28,0.050980143
1470.36,0.050265894
1470.44,0.049537041
1470.52,0.048794019
1470.6,0.048037091
1470.68,0.047266564
1470.76,0.046482794
1470.84,0.045686142
1470.92,0.04487684
1471,0.044055258
1471.08,0.043221949
1471.16,0.042377033
1471.24,0.041520353
1471.32,0.040652301
1471.4,0.03977394
1471.48,0.038886094
1471.56,0.037988545
1471.64,0.037081565
1471.72,0.036165586
1471.8,0.03524091
1471.88,0.034307999
1471.96,0.033367236
1472.04,0.032418892
1472.12,0.031463417
1472.2,0.030501302
1472.28,0.029533078
1472.36,0.028559231
1472.44,0.027580252
1472.52,0.026596292
1472.6,0.025607724
1472.68,0.024615
1472.76,0.023618295
1472.84,0.022617884
1472.92,0.021614799
1473,0.020609149
1473.08,0.019601163
1473.16,0.018591578
1473.24,0.017580753
1473.32,0.016569097
1473.4,0.015557133
1473.48,0.01454512
1473.56,0.013533553
1473.64,0.012522768
1473.72,0.011512945
1473.8,0.010504598
1473.88,0.009497981
1473.96,0.008493616
1474.04,0.007491977
1474.12,0.00649345
1474.2,0.005498427
1474.28,0.004507238
1474.36,0.00352019
1474.44,0.002537629
1474.52,0.001560034
1474.6,0.000587818
1474.68,-0.000378682
1474.76,-0.00133887
1474.84,-0.002292479
1474.92,-0.003239168
1475,-0.004178727
1475.08,-0.005110901
1475.16,-0.006035301
1475.24,-0.006951421
1475.32,-0.007859507
1475.4,-0.008758976
1475.48,-0.009649269
1475.56,-0.010530061
1475.64,-0.011401051
1475.72,-0.012261819
1475.8,-0.013112259
1475.88,-0.013952142
1475.96,-0.014781334
1476.04,-0.015599794
1476.12,-0.016406742
1476.2,-0.017201939
1476.28,-0.017985188
1476.36,-0.018756271
1476.44,-0.019514841
1476.52,-0.020260786
1476.6,-0.020994047
1476.68,-0.021714346
1476.76,-0.022421448
1476.84,-0.023115135
1476.92,-0.023795188
1477,-0.024461478
1477.08,-0.02511381
1477.16,-0.025752027
1477.24,-0.026376037
1477.32,-0.026985693
1477.4,-0.027580674
1477.48,-0.028160872
1477.56,-0.028726172
1477.64,-0.029276512
1477.72,-0.029811861
1477.8,-0.030332275
1477.88,-0.030837548
1477.96,-0.03132758
1478.04,-0.031802334
1478.12,-0.032261594
1478.2,-0.032705343
1478.28,-0.03313359
1478.36,-0.033546302
1478.44,-0.033943449
1478.52,-0.034325021
1478.6,-0.034691024
1478.68,-0.035041124
1478.76,-0.035375408
1478.84,-0.035693972
1478.92,-0.035996878
1479,-0.036284203
1479.08,-0.036556056
1479.16,-0.036812495
1479.24,-0.037053549
1479.32,-0.037279282
1479.4,-0.037489596
1479.48,-0.037684569
1479.56,-0.037864392
1479.64,-0.038029186
1479.72,-0.03817892
1479.8,-0.038313741
1479.88,-0.038433535
1479.96,-0.038538552
1480.04,-0.038628893
1480.12,-0.038704556
1480.2,-0.038765888
1480.28,-0.038813037
1480.36,-0.038846143
1480.44,-0.038865382
1480.52,-0.03887099
1480.6,-0.038863083
1480.68,-0.038841956
1480.76,-0.038807635
1480.84,-0.03876034
1480.92,-0.038700231
1481,-0.038627623
1481.08,-0.038542497
1481.16,-0.038445058
1481.24,-0.03833512
1481.32,-0.038213067
1481.4,-0.038079292
1481.48,-0.037934069
1481.56,-0.037777689
1481.64,-0.037610431
1481.72,-0.037432621
1481.8,-0.037244434
1481.88,-0.037046297
1481.96,-0.036837949
1482.04,-0.036619676
1482.12,-0.03639173
1482.2,-0.036154332
1482.28,-0.035907641
1482.36,-0.035652003
1482.44,-0.035387597
1482.52,-0.035114581
1482.6,-0.034833193
1482.68,-0.034543679
1482.76,-0.034246603
1482.84,-0.033942358
1482.92,-0.033631171
1483,-0.033313391
1483.08,-0.032989072
1483.16,-0.032658407
1483.24,-0.032321604
1483.32,-0.031978885
1483.4,-0.031630747
1483.48,-0.031277219
1483.56,-0.030918219
1483.64,-0.030554289
1483.72,-0.030185779
1483.8,-0.029812957
1483.88,-0.029436153
1483.96,-0.029055524
1484.04,-0.028671304
1484.12,-0.028283652
1484.2,-0.027892848
1484.28,-0.02749908
1484.36,-0.027102637
1484.44,-0.02670386
1484.52,-0.026302804
1484.6,-0.025899738
1484.68,-0.025495133
1484.76,-0.025088611
1484.84,-0.024680642
1484.92,-0.024271566
1485,-0.023861594
1485.08,-0.023450932
1485.16,-0.023039709
1485.24,-0.022628169
1485.32,-0.022216504
1485.4,-0.021805021
1485.48,-0.021394081
1485.56,-0.020983905
1485.64,-0.02057454
1485.72,-0.02016613
1485.8,-0.019758566
1485.88,-0.019351928
1485.96,-0.018946457
1486.04,-0.018542496
1486.12,-0.018140248
1486.2,-0.017739909
1486.28,-0.017341421
1486.36,-0.016944978
1486.44,-0.016550763
1486.52,-0.016158946
1486.6,-0.015769456
1486.68,-0.015382684
1486.76,-0.014998873
1486.84,-0.014618121
1486.92,-0.014240566
1487,-0.013866283
1487.08,-0.013495443
1487.16,-0.013128095
1487.24,-0.012764275
1487.32,-0.012404008
1487.4,-0.012047375
1487.48,-0.011694315
1487.56,-0.01134495
1487.64,-0.010999269
1487.72,-0.010657434
1487.8,-0.010319429
1487.88,-0.009985295
1487.96,-0.009655181
1488.04,-0.009329239
1488.12,-0.009007559
1488.2,-0.008690179
1488.28,-0.0083772
1488.36,-0.008068605
1488.44,-0.00776446
1488.52,-0.007464762
1488.6,-0.0071696
1488.68,-0.006879037
1488.76,-0.006593059
1488.84,-0.006311584
1488.92,-0.006034582
1489,-0.005762033
1489.08,-0.005493878
1489.16,-0.005230106
1489.24,-0.004970874
1489.32,-0.004716121
1489.4,-0.004465977
1489.48,-0.004220291
1489.56,-0.003979005
1489.64,-0.003742312
1489.72,-0.003510007
1489.8,-0.003282346
1489.88,-0.003059312
1489.96,-0.002840961
1490.04,-0.00262716
1490.12,-0.002417728
1490.2,-0.002212559
1490.28,-0.002011528
1490.36,-0.001814653
1490.44,-0.001622144
1490.52,-0.001434134
1490.6,-0.001250372
1490.68,-0.001070609
1490.76,-0.000894921
1490.84,-0.000723149
1490.92,-0.000555249
1491,-0.000391261
1491.08,-0.000231236
1491.16,-7.52E-05
1491.32,0.000224588
1491.4,0.000368654
1491.48,0.000508903
1491.56,0.000645531
1491.64,0.000778761
1491.72,0.000908541
1491.8,0.001034899
1491.88,0.001157154
1491.96,0.001275917
1492.04,0.001391475
1492.12,0.001503678
1492.2,0.001612335
1492.28,0.001717717
1492.36,0.001819846
1492.44,0.001918738
1492.52,0.002014525
1492.6,0.002107195
1492.68,0.002196803
1492.76,0.002283593
1492.84,0.002367273
1492.92,0.002447822
1493,0.002525365
1493.08,0.002599563
1493.16,0.002670986
1493.24,0.002739727
1493.32,0.002805873
1493.4,0.002869325
1493.48,0.002930144
1493.56,0.002988401
1493.64,0.003044348
1493.72,0.003097372
1493.8,0.003147622
1493.88,0.003195237
1493.96,0.003239771
1494.04,0.003282066
1494.12,0.003322108
1494.2,0.003359943
1494.28,0.003395375
1494.36,0.003428437
1494.44,0.003459127
1494.52,0.003487368
1494.6,0.003513218
1494.68,0.003536663
1494.76,0.003557761
1494.84,0.003576662
1494.92,0.003593309
1495,0.003607539
1495.08,0.00361954
1495.16,0.003629433
1495.24,0.003637195
1495.32,0.003642759
1495.4,0.003646207
1495.48,0.003647645
1495.56,0.003646674
1495.64,0.003643533
1495.72,0.003638288
1495.8,0.003631089
1495.88,0.003622008
1495.96,0.003611015
1496.04,0.00359803
1496.12,0.003582908
1496.2,0.003565413
1496.28,0.003545626
1496.36,0.003523655
1496.44,0.003499839
1496.52,0.003474171
1496.6,0.003446563
1496.68,0.00341717
1496.76,0.00338606
1496.84,0.003353018
1496.92,0.003318122
1497,0.003281298
1497.08,0.003242639
1497.16,0.003202122
1497.24,0.003159764
1497.32,0.003115594
1497.4,0.003069555
1497.48,0.003021658
1497.56,0.002971869
1497.64,0.002920191
1497.72,0.002866648
1497.8,0.002811416
1497.88,0.002754635
1497.96,0.002696328
1498.04,0.002636445
1498.12,0.002575072
1498.2,0.002512241
1498.28,0.002447901
1498.36,0.002382074
1498.44,0.002314831
1498.52,0.00224625
1498.6,0.002176347
1498.68,0.00210517
1498.76,0.002032754
1498.84,0.001958892
1498.92,0.00188369
1499,0.001807259
1499.08,0.001729692
1499.16,0.001651009
1499.24,0.001571385
1499.32,0.00149091
1499.4,0.001409845
1499.48,0.001327986
1499.56,0.001245384
1499.64,0.001162073
1499.72,0.001078145
1499.8,0.00099374
1499.88,0.000908938
1499.96,0.000823773
1500.04,0.000738407
1500.12,0.000652777
1500.2,0.000566942
1500.28,0.000480984
1500.36,0.000394872
1500.44,0.00030877
1500.52,0.000222784
1500.6,0.000137047
1500.76,-3.34E-05
1500.84,-0.00011812
1500.92,-0.000202359
1501,-0.000285848
1501.08,-0.000368396
1501.16,-0.000449917
1501.24,-0.00053029
1501.32,-0.000609458
1501.4,-0.000687488
1501.48,-0.000764314
1501.56,-0.000839882
1501.64,-0.000913952
1501.72,-0.000986405
1501.8,-0.001057135
1501.88,-0.001126053
1501.96,-0.001193044
1502.04,-0.001257977
1502.12,-0.001320724
1502.2,-0.001381187
1502.28,-0.00143924
1502.36,-0.001494814
1502.44,-0.001547895
1502.52,-0.001598369
1502.6,-0.001646171
1502.68,-0.001691014
1502.76,-0.00173318
1502.84,-0.001772154
1502.92,-0.001807475
1503,-0.00183926
1503.08,-0.001867479
1503.16,-0.001892094
1503.24,-0.001913105
1503.32,-0.001930497
1503.4,-0.001944047
1503.48,-0.001953812
1503.56,-0.001959438
1503.64,-0.001960818
1503.72,-0.001957873
1503.8,-0.001950344
1503.88,-0.001938275
1503.96,-0.001921567
1504.04,-0.001900117
1504.12,-0.001873945
1504.2,-0.001843072
1504.28,-0.001807313
1504.36,-0.001766567
1504.44,-0.001720783
1504.52,-0.001669682
1504.6,-0.001613327
1504.68,-0.001551402
1504.76,-0.00148391
1504.84,-0.001411196
1504.92,-0.001333033
1505,-0.001249115
1505.08,-0.001159613
1505.16,-0.001064377
1505.24,-0.000963355
1505.32,-0.000856498
1505.4,-0.000743727
1505.48,-0.000625062
1505.56,-0.000500498
1505.64,-0.000370137
1505.72,-0.000233787
1505.8,-9.14E-05
1505.96,0.000211163
1506.04,0.000371521
1506.12,0.000537913
1506.2,0.00071032
1506.28,0.000888608
1506.36,0.001072981
1506.44,0.001263383
1506.52,0.00145981
1506.6,0.00166246
1506.68,0.001871181
1506.76,0.002085939
1506.84,0.002306667
1506.92,0.002533161
1507,0.002765308
1507.08,0.003003063
1507.16,0.003246358
1507.24,0.003495111
1507.32,0.003749566
1507.4,0.004009523
1507.48,0.004275107
1507.56,0.00454592
1507.64,0.00482177
1507.72,0.005102551
1507.8,0.005388136
1507.88,0.005678717
1507.96,0.00597412
1508.04,0.006274397
1508.12,0.006579509
1508.2,0.006889176
1508.28,0.007203222
1508.36,0.007521384
1508.44,0.007843461
1508.52,0.00816932
1508.6,0.008498894
1508.68,0.008831889
1508.76,0.00916823
1508.84,0.009507922
1508.92,0.009850941
1509,0.010196975
1509.08,0.010545901
1509.16,0.010897463
1509.24,0.011251312
1509.32,0.011607237
1509.4,0.011965096
1509.48,0.012324799
1509.56,0.012686043
1509.64,0.013048629
1509.72,0.013412807
1509.8,0.013778169
1509.88,0.014144476
1509.96,0.014511399
1510.04,0.014878731
1510.12,0.015246258
1510.2,0.015613704
1510.28,0.015980786
1510.36,0.016347333
1510.44,0.016713181
1510.52,0.017078338
1510.6,0.017442297
1510.68,0.017804776
1510.76,0.018165513
1510.84,0.018524161
1510.92,0.018880631
1511,0.019234694
1511.08,0.019586093
1511.16,0.019934844
1511.24,0.020280607
1511.32,0.020623208
1511.4,0.020962382
1511.48,0.021297967
1511.56,0.021629602
1511.64,0.021957001
1511.72,0.022279824
1511.8,0.022597795
1511.88,0.022910787
1511.96,0.023218605
1512.04,0.023521123
1512.12,0.023818167
1512.2,0.024109568
1512.28,0.024394887
1512.36,0.024673915
1512.44,0.024946421
1512.52,0.02521219
1512.6,0.025470968
1512.68,0.025722472
1512.76,0.025966411
1512.84,0.026202731
1512.92,0.026431378
1513,0.026652076
1513.08,0.02686462
1513.16,0.027068773
1513.24,0.027264317
1513.32,0.027451131
1513.4,0.027629065
1513.48,0.027797928
1513.56,0.027957489
1513.64,0.028107662
1513.72,0.028248294
1513.8,0.028378866
1513.88,0.02849975
1513.96,0.028610757
1514.04,0.028711782
1514.12,0.028802624
1514.2,0.02888304
1514.28,0.028952925
1514.36,0.02901216
1514.44,0.029060726
1514.52,0.02909855
1514.6,0.029125489
1514.68,0.029141437
1514.76,0.029146331
1514.84,0.029139884
1514.92,0.029122011
1515,0.02909271
1515.08,0.029051967
1515.16,0.028999684
1515.24,0.02893587
1515.32,0.028860629
1515.4,0.028774274
1515.48,0.028676566
1515.56,0.028567439
1515.64,0.028446808
1515.72,0.02831479
1515.8,0.028171366
1515.88,0.028016529
1515.96,0.027850048
1516.04,0.027672069
1516.12,0.027482649
1516.2,0.027281818
1516.28,0.027069836
1516.36,0.026846824
1516.44,0.026612816
1516.52,0.026367853
1516.6,0.026112095
1516.68,0.025845468
1516.76,0.025567954
1516.84,0.025279594
1516.92,0.024980594
1517,0.024671171
1517.08,0.024351493
1517.16,0.024021662
1517.24,0.02368212
1517.32,0.023332724
1517.4,0.022973778
1517.48,0.022605117
1517.56,0.022227036
1517.64,0.021839844
1517.72,0.021443722
1517.8,0.021038977
1517.88,0.020625666
1517.96,0.020203971
1518.04,0.019774101
1518.12,0.019336207
1518.2,0.018890491
1518.28,0.018437214
1518.36,0.017976613
1518.44,0.017508923
1518.52,0.017034364
1518.6,0.016553168
1518.68,0.016065577
1518.76,0.015571988
1518.84,0.015072689
1518.92,0.014567898
1519,0.014057823
1519.08,0.013542679
1519.16,0.013022683
1519.24,0.012498077
1519.32,0.011968921
1519.4,0.011436029
1519.48,0.010899625
1519.56,0.010359983
1519.64,0.009817391
1519.72,0.009271962
1519.8,0.00872399
1519.88,0.008173816
1519.96,0.007621252
1520.04,0.007066998
1520.12,0.006511401
1520.2,0.00595464
1520.28,0.005397381
1520.36,0.004839846
1520.44,0.004282317
1520.52,0.003725171
1520.6,0.003168464
1520.68,0.002612405
1520.76,0.002057249
1520.84,0.001503497
1520.92,0.000951451
1521,0.000401522
1521.08,-0.000145943
1521.16,-0.000690865
1521.24,-0.001232978
1521.32,-0.001772111
1521.4,-0.002308321
1521.48,-0.002841007
1521.56,-0.00336981
1521.64,-0.003894412
1521.72,-0.004414474
1521.8,-0.004929677
1521.88,-0.005439805
1521.96,-0.005944631
1522.04,-0.006443911
1522.12,-0.006937394
1522.2,-0.007424878
1522.28,-0.007906179
1522.36,-0.008381124
1522.44,-0.00884933
1522.52,-0.009310528
1522.6,-0.009764471
1522.68,-0.010210804
1522.76,-0.010649612
1522.84,-0.011080683
1522.92,-0.01150379
1523,-0.01191868
1523.08,-0.012325159
1523.16,-0.012723066
1523.24,-0.013112201
1523.32,-0.013492385
1523.4,-0.013863445
1523.48,-0.014225195
1523.56,-0.014577466
1523.64,-0.014920088
1523.72,-0.015252824
1523.8,-0.01557575
1523.88,-0.015888732
1523.96,-0.016191628
1524.04,-0.016484347
1524.12,-0.01676678
1524.2,-0.017038828
1524.28,-0.017300422
1524.36,-0.017551484
1524.44,-0.01779197
1524.52,-0.018021761
1524.6,-0.018240675
1524.68,-0.018448754
1524.76,-0.018645935
1524.84,-0.018832126
1524.92,-0.01900744
1525,-0.019171754
1525.08,-0.019325043
1525.16,-0.019467262
1525.24,-0.019598426
1525.32,-0.019718626
1525.4,-0.019827918
1525.48,-0.019926241
1525.56,-0.02001368
1525.64,-0.020090237
1525.72,-0.020155922
1525.8,-0.020210809
1525.88,-0.020254943
1525.96,-0.020288379
1526.04,-0.02031114
1526.12,-0.020323206
1526.2,-0.020324716
1526.28,-0.020315757
1526.36,-0.020296381
1526.44,-0.020266763
1526.52,-0.020227013
1526.6,-0.020177272
1526.68,-0.020117599
1526.76,-0.020048239
1526.84,-0.01996953
1526.92,-0.01988154
1527,-0.019784362
1527.08,-0.019678049
1527.16,-0.019562699
1527.24,-0.01943824
1527.32,-0.019304894
1527.4,-0.019162857
1527.48,-0.019012283
1527.56,-0.018853279
1527.64,-0.018686219
1527.72,-0.018511335
1527.8,-0.018328843
1527.88,-0.018139067
1527.96,-0.017942043
1528.04,-0.017737828
1528.12,-0.017526546
1528.2,-0.0173083
1528.28,-0.017083475
1528.36,-0.016852282
1528.44,-0.016614937
1528.52,-0.016371668
1528.6,-0.016122757
1528.68,-0.015868572
1528.76,-0.015609435
1528.84,-0.015345286
1528.92,-0.015076342
1529,-0.014802725
1529.08,-0.014524531
1529.16,-0.014241804
1529.24,-0.013955378
1529.32,-0.013665353
1529.4,-0.013371883
1529.48,-0.01307516
1529.56,-0.012775356
1529.64,-0.012472837
1529.72,-0.012167825
1529.8,-0.0118605
1529.88,-0.011550667
1529.96,-0.011238715
1530.04,-0.010924955
1530.12,-0.010609671
1530.2,-0.010293104
1530.28,-0.009975567
1530.36,-0.009657447
1530.44,-0.009338939
1530.52,-0.009020101
1530.6,-0.008701006
1530.68,-0.00838145
1530.76,-0.008061822
1530.84,-0.007742509
1530.92,-0.007423807
1531,-0.007105872
1531.08,-0.006788804
1531.16,-0.006473281
1531.24,-0.006159146
1531.32,-0.005846534
1531.4,-0.005535659
1531.48,-0.005226796
1531.56,-0.004919651
1531.64,-0.004614599
1531.72,-0.004311728
1531.8,-0.004011229
1531.88,-0.003713382
1531.96,-0.003418197
1532.04,-0.003126112
1532.12,-0.002837494
1532.2,-0.0025524
1532.28,-0.002270823
1532.36,-0.001992763
1532.44,-0.001718203
1532.52,-0.001447153
1532.6,-0.001179856
1532.68,-0.000916591
1532.76,-0.000657495
1532.84,-0.000402681
1532.92,-0.000152152
1533.08,0.000335731
1533.16,0.000573169
1533.24,0.000806086
1533.32,0.001034373
1533.4,0.001257905
1533.48,0.001476585
1533.56,0.001690055
1533.64,0.001898554
1533.72,0.002101985
1533.8,0.002300357
1533.88,0.002493669
1533.96,0.002681915
1534.04,0.002865099
1534.12,0.003043248
1534.2,0.003216293
1534.28,0.003384146
1534.36,0.003546701
1534.44,0.003703974
1534.52,0.003856123
1534.6,0.004003188
1534.68,0.004145055
1534.76,0.00428174
1534.84,0.004413249
1534.92,0.004539577
1535,0.004660679
1535.08,0.004776587
1535.16,0.004887281
1535.24,0.004992879
1535.32,0.00509344
1535.4,0.005188994
1535.48,0.005279563
1535.56,0.005365254
1535.64,0.005446121
1535.72,0.0055222
1535.8,0.005593413
1535.88,0.005659956
1535.96,0.005722067
1536.04,0.005779804
1536.12,0.005833239
1536.2,0.005882439
1536.28,0.005927391
1536.36,0.005968049
1536.44,0.006004411
1536.52,0.006036437
1536.6,0.006064291
1536.68,0.00608792
1536.76,0.006107612
1536.84,0.006123489
1536.92,0.006135584
1537,0.006144068
1537.08,0.00614908
1537.16,0.006150768
1537.24,0.006148848
1537.32,0.006143888
1537.4,0.006135668
1537.48,0.006124267
1537.56,0.00611008
1537.64,0.006093169
1537.72,0.006073489
1537.8,0.006050961
1537.88,0.006025493
1537.96,0.005997502
1538.04,0.005967035
1538.12,0.005934079
1538.2,0.005899325
1538.28,0.005862663
1538.36,0.005824125
1538.44,0.005783635
1538.52,0.005741109
1538.6,0.005696639
1538.68,0.005650358
1538.76,0.005602356
1538.84,0.005552777
1538.92,0.005501741
1539,0.00544935
1539.08,0.005395686
1539.16,0.005340753
1539.24,0.005284397
1539.32,0.005226754
1539.4,0.005168042
1539.48,0.005108341
1539.56,0.005048145
1539.64,0.00498724
1539.72,0.004925611
1539.8,0.004863265
1539.88,0.004800289
1539.96,0.004736804
1540.04,0.004672918
1540.12,0.004608822
1540.2,0.00454437
1540.28,0.004479406
1540.36,0.004413833
1540.44,0.0043477
1540.52,0.00428129
1540.6,0.004214731
1540.68,0.004148181
1540.76,0.004081519
1540.84,0.004014847
1540.92,0.003948317
1541,0.003881631
1541.08,0.003814904
1541.16,0.003748187
1541.24,0.003681396
1541.32,0.003614508
1541.4,0.003547501
1541.48,0.003480431
1541.56,0.003413353
1541.64,0.003346342
1541.72,0.003279471
1541.8,0.003212941
1541.88,0.003146767
1541.96,0.003080514
1542.04,0.003014047
1542.12,0.002947422
1542.2,0.002880293
1542.28,0.002813136
1542.36,0.002746001
1542.44,0.002678914
1542.52,0.002611815
1542.6,0.002544591
1542.68,0.002477206
1542.76,0.00240965
1542.84,0.002341895
1542.92,0.002273914
1543,0.002205635
1543.08,0.002136966
1543.16,0.002067818
1543.24,0.001997903
1543.32,0.001927225
1543.4,0.001855792
1543.48,0.001783737
1543.56,0.001711059
1543.64,0.001637725
1543.72,0.001563731
1543.8,0.001488983
1543.88,0.001413285
1543.96,0.00133629
1544.04,0.001257975
1544.12,0.001178372
1544.2,0.001097607
1544.28,0.001015763
1544.36,0.000932909
1544.44,0.000848939
1544.52,0.000763676
1544.6,0.000676815
1544.68,0.000588073
1544.76,0.000497109
1544.84,0.000403812
1544.92,0.000308707
1545,0.000211666
1545.08,0.000112914
1545.24,-8.98E-05
1545.32,-0.00019437
1545.4,-0.000301333
1545.48,-0.000410698
1545.56,-0.00052266
1545.64,-0.000637376
1545.72,-0.000754861
1545.8,-0.000875091
1545.88,-0.000998139
1545.96,-0.001124061
1546.04,-0.001252844
1546.12,-0.001384548
1546.2,-0.001518928
1546.28,-0.001656539
1546.36,-0.001797322
1546.44,-0.001941492
1546.52,-0.002089219
1546.6,-0.002240396
1546.68,-0.002395001
1546.76,-0.002553059
1546.84,-0.002714428
1546.92,-0.002879126
1547,-0.003047298
1547.08,-0.00321925
1547.16,-0.003394992
1547.24,-0.003574564
1547.32,-0.003758167
1547.4,-0.003945877
1547.48,-0.004137653
1547.56,-0.004333434
1547.64,-0.004533326
1547.72,-0.004737374
1547.8,-0.004945668
1547.88,-0.005158337
1547.96,-0.005375194
1548.04,-0.005596147
1548.12,-0.005821057
1548.2,-0.006050075
1548.28,-0.006283398
1548.36,-0.006521026
1548.44,-0.006762953
1548.52,-0.007009184
1548.6,-0.007259685
1548.68,-0.007514446
1548.76,-0.007773475
1548.84,-0.008037146
1548.92,-0.008304985
1549,-0.008577041
1549.08,-0.008853294
1549.16,-0.0091338
1549.24,-0.009418619
1549.32,-0.009708112
1549.4,-0.010001965
1549.48,-0.010300027
1549.56,-0.010602047
1549.64,-0.010908048
1549.72,-0.011218011
1549.8,-0.011531871
1549.88,-0.011849731
1549.96,-0.012171463
1550.04,-0.012496989
1550.12,-0.012826734
1550.2,-0.013160225
1550.28,-0.013497662
1550.36,-0.013839262
1550.44,-0.014184559
1550.52,-0.014533383
1550.6,-0.014885692
1550.68,-0.015241407
1550.76,-0.015600094
1550.84,-0.015961962
1550.92,-0.01632698
1551,-0.016695076
1551.08,-0.017066158
1551.16,-0.017440199
1551.24,-0.01781704
1551.32,-0.018196578
1551.4,-0.018578715
1551.48,-0.018963341
1551.56,-0.019350339
1551.64,-0.019739583
1551.72,-0.020131009
1551.8,-0.020524613
1551.88,-0.020920379
1551.96,-0.021318191
1552.04,-0.021717818
1552.12,-0.022119006
1552.2,-0.022521249
1552.28,-0.022924277
1552.36,-0.023328405
1552.44,-0.023733588
1552.52,-0.024139755
1552.6,-0.024546977
1552.68,-0.024954983
1552.76,-0.025363582
1552.84,-0.025772565
1552.92,-0.026181888
1553,-0.026591296
1553.08,-0.027000612
1553.16,-0.027409707
1553.24,-0.027818563
1553.32,-0.028227049
1553.4,-0.028634818
1553.48,-0.029041592
1553.56,-0.029447192
1553.64,-0.029851507
1553.72,-0.030254199
1553.8,-0.030655435
1553.88,-0.03105508
1553.96,-0.031453028
1554.04,-0.031849134
1554.12,-0.032243183
1554.2,-0.032634997
1554.28,-0.03302447
1554.36,-0.033411514
1554.44,-0.033796101
1554.52,-0.03417777
1554.6,-0.034556159
1554.68,-0.03493118
1554.76,-0.035302686
1554.84,-0.035670454
1554.92,-0.036034491
1555,-0.036394674
1555.08,-0.03675088
1555.16,-0.037103118
1555.24,-0.037451188
1555.32,-0.037794802
1555.4,-0.038133683
1555.48,-0.038467748
1555.56,-0.038797029
1555.64,-0.039120455
1555.72,-0.039438344
1555.8,-0.039750733
1555.88,-0.040057566
1555.96,-0.040358711
1556.04,-0.040654555
1556.12,-0.040944591
1556.2,-0.041228475
1556.28,-0.041505976
1556.36,-0.041777058
1556.44,-0.042041585
1556.52,-0.042299114
1556.6,-0.04254974
1556.68,-0.04279341
1556.76,-0.043029771
1556.84,-0.04325879
1556.92,-0.04348049
1557,-0.043694731
1557.08,-0.043901492
1557.16,-0.044100557
1557.24,-0.044291732
1557.32,-0.044474861
1557.4,-0.04465002
1557.48,-0.044817017
1557.56,-0.044975958
1557.64,-0.045126655
1557.72,-0.045268586
1557.8,-0.045401721
1557.88,-0.045526159
1557.96,-0.045642069
1558.04,-0.045749318
1558.12,-0.045847732
1558.2,-0.045937183
1558.28,-0.046017584
1558.36,-0.046088835
1558.44,-0.046150834
1558.52,-0.046203525
1558.6,-0.046246913
1558.68,-0.046280995
1558.76,-0.046305729
1558.84,-0.046321013
1558.92,-0.046326774
1559,-0.046322921
1559.08,-0.046309445
1559.16,-0.046286494
1559.24,-0.046253804
1559.32,-0.046211324
1559.4,-0.046159017
1559.48,-0.0460969
1559.56,-0.046025044
1559.64,-0.045943337
1559.72,-0.045851937
1559.8,-0.045751255
1559.88,-0.045640851
1559.96,-0.045520646
1560.04,-0.045390437
1560.12,-0.045250006
1560.2,-0.045099769
1560.28,-0.044939802
1560.36,-0.044770158
1560.44,-0.044590981
1560.52,-0.04440217
1560.6,-0.044203591
1560.68,-0.043995307
1560.76,-0.043777725
1560.84,-0.043550789
1560.92,-0.043314047
1561,-0.043068236
1561.08,-0.042812773
1561.16,-0.042547923
1561.24,-0.042273679
1561.32,-0.041990027
1561.4,-0.041696908
1561.48,-0.041394589
1561.56,-0.041083409
1561.64,-0.040763418
1561.72,-0.040434275
1561.8,-0.040096435
1561.88,-0.039749919
1561.96,-0.039394592
1562.04,-0.039030593
1562.12,-0.038658068
1562.2,-0.038277188
1562.28,-0.037887951
1562.36,-0.037490619
1562.44,-0.037085172
1562.52,-0.03667159
1562.6,-0.036249862
1562.68,-0.035820095
1562.76,-0.035382315
1562.84,-0.034936672
1562.92,-0.034483135
1563,-0.034022037
1563.08,-0.033553506
1563.16,-0.033077796
1563.24,-0.032595467
1563.32,-0.032106256
1563.4,-0.031610257
1563.48,-0.031107511
1563.56,-0.030597691
1563.64,-0.030080574
1563.72,-0.029556526
1563.8,-0.029026052
1563.88,-0.028489797
1563.96,-0.027947814
1564.04,-0.027400016
1564.12,-0.026846463
1564.2,-0.026286897
1564.28,-0.025721305
1564.36,-0.025149787
1564.44,-0.024572601
1564.52,-0.023989816
1564.6,-0.023401688
1564.68,-0.022808385
1564.76,-0.022210063
1564.84,-0.021607058
1564.92,-0.020999606
1565,-0.020387662
1565.08,-0.019771257
1565.16,-0.019150425
1565.24,-0.018525183
1565.32,-0.01789548
1565.4,-0.017261565
1565.48,-0.016623563
1565.56,-0.01598162
1565.64,-0.015335864
1565.72,-0.014686444
1565.8,-0.014033459
1565.88,-0.013376998
1565.96,-0.012717157
